ActivityID	ProjectID	Zip	AddressState	AddressCity	StartDate	EndDate	ActivityCount	TotalProjFund	ApproxFunding
9654	9630.0	10036	NY	New York	2018-10-24	2018-10-24	3	16070.0	5356.666666666667
11918	9630.0	12207	NY	Albany	2019-02-26	2019-02-26	3	16070.0	5356.666666666667
16342	9630.0	14604	NY	Rochester	2018-11-07	2018-11-07	3	16070.0	5356.666666666667
9822	9687.0	15260	PA	Pittsburgh	2018-11-14	2018-11-14	6	16338.0	2723.0
16275	9687.0	15456	PA	Lemont Furnace	2018-11-15	2018-11-15	6	16338.0	2723.0
16277	9687.0	15456	PA	Lemont Furnace	2018-12-14	2018-12-14	6	16338.0	2723.0
16281	9687.0	15260	PA	Pittsburgh	2018-11-14	2018-11-14	6	16338.0	2723.0
16665	9687.0	15456	PA	Lemont Furnace	2019-03-27	2019-03-27	6	16338.0	2723.0
16669	9687.0	15456	PA	Lemont Furnace	2019-03-27	2019-03-27	6	16338.0	2723.0
9857	9765.0	53705	WI	Madison	2019-02-08	2019-02-08	2	0.0	0.0
14477	9765.0	53705	WI	Madison	2019-06-21	2019-06-21	2	0.0	0.0
10028	9762.0	56537	MN	Fergus Falls	2019-03-27	2019-03-27	9	0.0	0.0
10851	9762.0	56560	MN	Moorhead	2019-01-17	2019-01-17	9	0.0	0.0
11424	9762.0	58701	ND	Minot	2018-10-09	2018-10-09	9	0.0	0.0
11440	9762.0	58701	ND	Minot	2018-10-04	2018-10-04	9	0.0	0.0
11442	9762.0	58501	ND	Bismarck	2018-10-29	2018-10-29	9	0.0	0.0
11480	9762.0	58701	ND	Minot	2018-10-05	2018-10-05	9	0.0	0.0
11490	9762.0	58501	ND	Bismarck	2018-12-08	2018-12-08	9	0.0	0.0
14491	9762.0	58203	ND	Grand Forks	2019-01-21	2019-01-21	9	0.0	0.0
14578	9762.0	58701	ND	Minot	2019-01-15	2019-01-15	9	0.0	0.0
10158	9782.0	62794	IL	Springfield	2019-01-17	2019-01-17	9	17293.0	1921.4444444444443
11484	9782.0	62794	IL	Springfield	2018-10-26	2018-10-26	9	17293.0	1921.4444444444443
11486	9782.0	62702	IL	Springfield	2018-10-10	2018-10-10	9	17293.0	1921.4444444444443
14909	9782.0	62794	IL	Springfield	2019-04-22	2019-04-22	9	17293.0	1921.4444444444443
14911	9782.0	62794	IL	Springfield	2019-04-22	2019-04-22	9	17293.0	1921.4444444444443
14944	9782.0	62794	IL	Springfield	2019-03-25	2019-03-25	9	17293.0	1921.4444444444443
14948	9782.0	62794	IL	Springfield	2019-03-20	2019-03-20	9	17293.0	1921.4444444444443
14951	9782.0	62794	IL	Springfield	2019-03-11	2019-03-11	9	17293.0	1921.4444444444443
14953	9782.0	62794	IL	Springfield	2019-02-14	2019-02-14	9	17293.0	1921.4444444444443
10163	9758.0	55455	MN	Minneapolis	2019-01-10	2019-01-10	10	0.0	0.0
10280	9758.0	56301	MN	St Cloud	2018-11-09	2018-11-09	10	0.0	0.0
10284	9758.0	55430	MN	Brooklyn Center	2019-04-12	2019-04-12	10	0.0	0.0
10483	9758.0	55425	MN	Bloomington	2018-10-25	2018-10-25	10	0.0	0.0
11482	9758.0	55455	MN	Minneapolis	2018-11-01	2018-11-01	10	0.0	0.0
14488	9758.0	55372	MN	Prior Lake	2018-11-10	2018-11-10	10	0.0	0.0
14494	9758.0	55406	MN	Minneapolis	2018-10-16	2018-10-16	10	0.0	0.0
14496	9758.0	55455	MN	Minneapolis	2018-10-23	2018-10-23	10	0.0	0.0
14799	9758.0	55455	MN	Minneapolis	2019-03-19	2019-03-19	10	0.0	0.0
14801	9758.0	55455	MN	Minneapolis	2019-04-29	2019-04-29	10	0.0	0.0
10251	9746.0	57366	SD	Parkston	2018-11-13	2018-11-13	1	0.0	0.0
10278	9755.0	40203	KY	Louisville	2018-11-10	2018-11-10	2	0.0	0.0
14608	9755.0	40511	KY	Lexington	2019-03-28	2019-03-28	2	0.0	0.0
10473	9785.0	61107	IL	Rockford	2018-11-01	2018-11-01	9	18279.0	2031.0
11474	9785.0	61107	IL	Rockford	2018-10-02	2018-10-02	9	18279.0	2031.0
11476	9785.0	61107	IL	Rockford	2018-10-18	2018-10-18	9	18279.0	2031.0
12061	9785.0	61111	IL	Loves Park	2018-10-02	2018-10-02	9	18279.0	2031.0
14371	9785.0	61107	IL	Rockford	2019-03-01	2019-03-01	9	18279.0	2031.0
14373	9785.0	61108	IL	Rockford	2019-03-12	2019-03-12	9	18279.0	2031.0
14375	9785.0	61107	IL	Rockford	2019-01-02	2019-01-02	9	18279.0	2031.0
14378	9785.0	61108	IL	Rockford	2019-03-01	2019-03-01	9	18279.0	2031.0
14381	9785.0	61110	IL	Rockford	2018-10-18	2018-10-18	9	18279.0	2031.0
10477	9752.0	52242	IA	Iowa City	2018-10-26	2018-10-26	3	0.0	0.0
10823	9752.0	51401	IA	Carroll	2018-11-02	2018-11-02	3	0.0	0.0
14666	9752.0	50321	IA	Des Moines	2019-04-23	2019-04-23	3	0.0	0.0
10780	9788.0	54010	WI	Ellsworth	2019-02-19	2019-02-19	37	49510.0	1338.1081081081081
10803	9788.0	54848	WI	Ladysmith	2019-02-15	2019-02-15	37	49510.0	1338.1081081081081
10985	9788.0	54935	WI	Fond du Lac	2018-11-01	2018-11-01	37	49510.0	1338.1081081081081
11013	9788.0	53948	WI	Mauston	2018-10-11	2018-10-11	37	49510.0	1338.1081081081081
14440	9788.0	54751	WI	Menomonie	2019-03-11	2019-03-11	37	49510.0	1338.1081081081081
14681	9788.0	54494	WI	Wisconsin Rapids	2019-03-05	2019-03-05	37	49510.0	1338.1081081081081
14684	9788.0	54007	WI	Deer Park	2019-02-28	2019-02-28	37	49510.0	1338.1081081081081
14686	9788.0	53711	WI	Madison	2018-11-29	2018-11-29	37	49510.0	1338.1081081081081
15208	9788.0	54751	WI	Menomonie	2019-03-11	2019-03-11	37	49510.0	1338.1081081081081
20042	9788.0	54701	WI	Eau Claire	2019-03-19	2019-03-19	37	49510.0	1338.1081081081081
20046	9788.0	53233	WI	Milwaukee	2019-04-09	2019-04-09	37	49510.0	1338.1081081081081
20048	9788.0	54759	WI	Pepin	2019-04-18	2019-04-18	37	49510.0	1338.1081081081081
20050	9788.0	54001	WI	Amery	2019-04-23	2019-04-23	37	49510.0	1338.1081081081081
20052	9788.0	53701	WI	Madison	2019-04-24	2019-04-24	37	49510.0	1338.1081081081081
20054	9788.0	53186	WI	Waukesha	2019-05-01	2019-05-01	37	49510.0	1338.1081081081081
20056	9788.0	54016	WI	Hudson	2019-05-23	2019-05-23	37	49510.0	1338.1081081081081
20064	9788.0	53012	WI	Cedarburg	2019-05-29	2019-05-29	37	49510.0	1338.1081081081081
20066	9788.0	53706	WI	Madison	2019-06-13	2019-06-13	37	49510.0	1338.1081081081081
20068	9788.0	53713	WI	Madison	2019-06-25	2019-06-25	37	49510.0	1338.1081081081081
20070	9788.0	53713	WI	Madison	2019-07-10	2019-07-10	37	49510.0	1338.1081081081081
20072	9788.0	53211	WI	Shorewood	2019-07-15	2019-07-15	37	49510.0	1338.1081081081081
20074	9788.0	54153	WI	Oconto	2019-07-24	2019-07-24	37	49510.0	1338.1081081081081
20076	9788.0	53526	WI	Cobb	2019-08-19	2019-08-19	37	49510.0	1338.1081081081081
20078	9788.0	53209	WI	Milwaukee	2019-08-07	2019-08-07	37	49510.0	1338.1081081081081
20080	9788.0	53094	WI	Watertown	2019-09-26	2019-09-26	37	49510.0	1338.1081081081081
20082	9788.0	54667	WI	Westby	2019-09-24	2019-09-24	37	49510.0	1338.1081081081081
20084	9788.0	54623	WI	Coon Valley	2019-09-19	2019-09-19	37	49510.0	1338.1081081081081
20086	9788.0	54459	WI	Ogema	2019-10-08	2019-10-08	37	49510.0	1338.1081081081081
20088	9788.0	53203	WI	Milwaukee	2019-10-14	2019-10-14	37	49510.0	1338.1081081081081
20090	9788.0	53203	WI	Milwaukee	2019-10-14	2019-10-14	37	49510.0	1338.1081081081081
20092	9788.0	53203	WI	Milwaukee	2019-10-16	2019-10-16	37	49510.0	1338.1081081081081
20094	9788.0	54002	WI	Baldwin	2019-10-22	2019-10-22	37	49510.0	1338.1081081081081
20096	9788.0	53029	WI	Hartland	2019-10-24	2019-10-24	37	49510.0	1338.1081081081081
20098	9788.0	53233	WI	Milwaukee	2019-04-29	2019-04-29	37	49510.0	1338.1081081081081
20100	9788.0	54739	WI	Eau Claire	2019-08-28	2019-08-28	37	49510.0	1338.1081081081081
20102	9788.0	53403	WI	Racine	2019-09-23	2019-09-23	37	49510.0	1338.1081081081081
20104	9788.0	53809	WI	Fennimore	2019-03-29	2019-03-29	37	49510.0	1338.1081081081081
10843	9806.0	55455	MN	Minneapolis	2019-02-14	2019-02-14	1	49835.0	49835.0
10854	10213.0	62401	IL	Effingham	2018-10-06	2018-10-06	5	1200.0	240.0
10987	10213.0	62401	IL	Effingham	2018-12-15	2018-12-15	5	1200.0	240.0
11266	10213.0	62401	IL	Effingham	2019-02-09	2019-02-09	5	1200.0	240.0
11298	10213.0	62401	IL	Effingham	2019-01-26	2019-01-26	5	1200.0	240.0
12056	10213.0	62401	IL	Effingham	2018-11-03	2018-11-03	5	1200.0	240.0
10960	9912.0	60475	IL	Steger	2018-11-21	2018-11-21	5	1962.0	392.4
10977	9912.0	60475	IL	Steger	2018-11-14	2018-11-14	5	1962.0	392.4
11246	9912.0	60475	IL	Steger	2018-11-07	2018-11-07	5	1962.0	392.4
11492	9912.0	60475	IL	Steger	2018-10-24	2018-10-24	5	1962.0	392.4
11801	9912.0	60475	IL	Steger	2018-10-31	2018-10-31	5	1962.0	392.4
10966	10245.0	55455	MN	Minneapolis	2018-10-25	2018-10-25	8	18869.0	2358.625
11570	10245.0	55812	MN	Duluth	2018-12-13	2018-12-13	8	18869.0	2358.625
14435	10245.0	55455	MN	Minneapolis	2019-04-25	2019-04-25	8	18869.0	2358.625
14480	10245.0	55455	MN	Minneapolis	2018-09-21	2018-09-21	8	18869.0	2358.625
14563	10245.0	55812	MN	Duluth	2019-01-07	2019-01-07	8	18869.0	2358.625
14892	10245.0	55455	MN	Minneapolis	2019-04-04	2019-04-04	8	18869.0	2358.625
14894	10245.0	55455	MN	Minneapolis	2019-07-02	2019-07-02	8	18869.0	2358.625
14898	10245.0	55455	MN	Minneapolis	2019-01-28	2019-01-28	8	18869.0	2358.625
10989	10219.0	27712	NC	Durham	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
10991	10219.0	27712	NC	Durham	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
10993	10219.0	27712	NC	Durham	2019-02-19	2019-02-19	77	64560.0	838.4415584415584
10996	10219.0	27712	NC	Durham	2019-02-12	2019-02-12	77	64560.0	838.4415584415584
10998	10219.0	27712	NC	Durham	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
11000	10219.0	27712	NC	Durham	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
11005	10219.0	27712	NC	Durham	2019-02-22	2019-02-22	77	64560.0	838.4415584415584
11007	10219.0	27712	NC	Durham	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
11009	10219.0	27712	NC	Durham	2019-02-08	2019-02-08	77	64560.0	838.4415584415584
11011	10219.0	27712	NC	Durham	2019-02-01	2019-02-01	77	64560.0	838.4415584415584
11016	10219.0	27707	NC	Durham	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11020	10219.0	27712	NC	Durham	2019-02-26	2019-02-26	77	64560.0	838.4415584415584
11022	10219.0	27707	NC	Durham	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11024	10219.0	27707	NC	Durham	2019-02-18	2019-02-18	77	64560.0	838.4415584415584
11026	10219.0	27707	NC	Durham	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11033	10219.0	27707	NC	Durham	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11035	10219.0	27707	NC	Durham	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11037	10219.0	27707	NC	Durham	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11040	10219.0	27707	NC	Durham	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11044	10219.0	27707	NC	Durham	2019-02-18	2019-02-18	77	64560.0	838.4415584415584
11048	10219.0	27712	NC	Durham	2019-02-22	2019-02-22	77	64560.0	838.4415584415584
11054	10219.0	27707	NC	Durham	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11056	10219.0	27707	NC	Durham	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11072	10219.0	27707	NC	Durham	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
11074	10219.0	27707	NC	Durham	2019-02-10	2019-02-10	77	64560.0	838.4415584415584
11076	10219.0	27707	NC	Durham	2019-02-24	2019-02-24	77	64560.0	838.4415584415584
11080	10219.0	27713	NC	Durham	2019-02-23	2019-02-23	77	64560.0	838.4415584415584
11082	10219.0	27713	NC	Durham	2019-02-16	2019-02-16	77	64560.0	838.4415584415584
11084	10219.0	27713	NC	Durham	2019-02-02	2019-02-02	77	64560.0	838.4415584415584
11086	10219.0	27713	NC	Durham	2019-02-09	2019-02-09	77	64560.0	838.4415584415584
11954	10219.0	27707	NC	Durham	2019-03-04	2019-03-04	77	64560.0	838.4415584415584
11957	10219.0	27707	NC	Durham	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
11960	10219.0	27707	NC	Durham	2019-03-18	2019-03-18	77	64560.0	838.4415584415584
11963	10219.0	27707	NC	Durham	2019-03-24	2019-03-24	77	64560.0	838.4415584415584
11966	10219.0	27707	NC	Durham	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
11969	10219.0	27707	NC	Durham	2019-03-30	2019-03-30	77	64560.0	838.4415584415584
11981	10219.0	27707	NC	Durham	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
11984	10219.0	27707	NC	Durham	2019-04-15	2019-04-15	77	64560.0	838.4415584415584
11987	10219.0	27707	NC	Durham	2019-04-22	2019-04-22	77	64560.0	838.4415584415584
11992	10219.0	27707	NC	Durham	2019-03-04	2019-03-04	77	64560.0	838.4415584415584
11995	10219.0	27707	NC	Durham	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
11999	10219.0	27707	NC	Durham	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
12002	10219.0	27707	NC	Durham	2019-04-01	2019-04-01	77	64560.0	838.4415584415584
12005	10219.0	27707	NC	Durham	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
12008	10219.0	27707	NC	Durham	2019-04-15	2019-04-15	77	64560.0	838.4415584415584
12014	10219.0	27707	NC	Durham	2019-04-22	2019-04-22	77	64560.0	838.4415584415584
12017	10219.0	27707	NC	Durham	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
12025	10219.0	27707	NC	Durham	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
12028	10219.0	27707	NC	Durham	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
12040	10219.0	27707	NC	Durham	2019-03-24	2019-03-24	77	64560.0	838.4415584415584
12043	10219.0	27707	NC	Durham	2019-04-02	2019-04-02	77	64560.0	838.4415584415584
12053	10219.0	27712	NC	Durham	2019-03-01	2019-03-01	77	64560.0	838.4415584415584
12058	10219.0	27712	NC	Durham	2019-03-08	2019-03-08	77	64560.0	838.4415584415584
12067	10219.0	27712	NC	Durham	2019-03-15	2019-03-15	77	64560.0	838.4415584415584
12072	10219.0	27712	NC	Durham	2019-03-22	2019-03-22	77	64560.0	838.4415584415584
12075	10219.0	27712	NC	Durham	2019-03-29	2019-03-29	77	64560.0	838.4415584415584
12078	10219.0	27712	NC	Durham	2019-04-05	2019-04-05	77	64560.0	838.4415584415584
12082	10219.0	27712	NC	Durham	2019-04-12	2019-04-12	77	64560.0	838.4415584415584
12085	10219.0	27712	NC	Durham	2019-04-26	2019-04-26	77	64560.0	838.4415584415584
12088	10219.0	27712	NC	Durham	2019-03-05	2019-03-05	77	64560.0	838.4415584415584
12091	10219.0	27712	NC	Durham	2019-03-12	2019-03-12	77	64560.0	838.4415584415584
12094	10219.0	27712	NC	Durham	2019-03-19	2019-03-19	77	64560.0	838.4415584415584
12099	10219.0	27712	NC	Durham	2019-03-26	2019-03-26	77	64560.0	838.4415584415584
12107	10219.0	27712	NC	Durham	2019-04-02	2019-04-02	77	64560.0	838.4415584415584
12118	10219.0	27712	NC	Durham	2019-04-09	2019-04-09	77	64560.0	838.4415584415584
12126	10219.0	27712	NC	Durham	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12131	10219.0	27712	NC	Durham	2019-04-23	2019-04-23	77	64560.0	838.4415584415584
12180	10219.0	27712	NC	Durham	2019-03-01	2019-03-01	77	64560.0	838.4415584415584
12182	10219.0	27712	NC	Durham	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12184	10219.0	27707	NC	Durham	2019-04-18	2019-04-18	77	64560.0	838.4415584415584
12186	10219.0	27707	NC	Durham	2019-04-06	2019-04-06	77	64560.0	838.4415584415584
12188	10219.0	27701	NC	Durham	2019-04-25	2019-04-25	77	64560.0	838.4415584415584
12191	10219.0	27707	NC	Durham	2019-03-17	2019-03-17	77	64560.0	838.4415584415584
12193	10219.0	27703	NC	Durham	2019-04-23	2019-04-23	77	64560.0	838.4415584415584
12197	10219.0	27703	NC	Durham	2019-04-09	2019-04-09	77	64560.0	838.4415584415584
12199	10219.0	27713	NC	Durham	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12201	10219.0	27707	NC	Durham	2019-04-25	2019-04-25	77	64560.0	838.4415584415584
11028	9995.0	53095	WI	West Bend	2018-11-08	2018-11-08	3	9511.0	3170.3333333333335
11042	9995.0	53226	WI	Milwaukee	2018-10-24	2018-10-24	3	9511.0	3170.3333333333335
11254	9995.0	53226	WI	Milwaukee	2018-10-16	2018-10-16	3	9511.0	3170.3333333333335
11046	11030.0	99762	AK	Nome	2019-01-09	2019-01-09	13	105952.0	8150.153846153846
11052	11030.0	99862	AK	Nome	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11058	11030.0	99752	AK	Kotzebue	2019-01-07	2019-01-07	13	105952.0	8150.153846153846
11221	11030.0	99752	AK	Kotzebue	2019-01-07	2019-01-07	13	105952.0	8150.153846153846
11228	11030.0	99762	AK	Nome	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11230	11030.0	99762	AK	Nome	2019-01-09	2019-01-09	13	105952.0	8150.153846153846
11234	11030.0	99762	AK	Nome	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11236	11030.0	99801	AK	Juneau	2019-04-13	2019-04-13	13	105952.0	8150.153846153846
11272	11030.0	99611	AK	Kenai	2019-04-03	2019-04-03	13	105952.0	8150.153846153846
11279	11030.0	99835	AK	Sitka	2019-04-10	2019-04-10	13	105952.0	8150.153846153846
11281	11030.0	99835	AK	Sitka	2019-04-09	2019-04-09	13	105952.0	8150.153846153846
29138	11030.0	97123	OR	Hillsboro	2020-03-11	2020-03-11	13	105952.0	8150.153846153846
33768	11030.0	99701	AK	Fairbanks	2021-03-09	2021-03-09	13	105952.0	8150.153846153846
11060	10513.0	98195	WA	Seattle	2019-01-24	2019-01-24	1	11634.0	11634.0
11092	10228.0	38111	TN	Memphis	2019-02-24	2019-02-24	8	57980.0	7247.5
11094	10228.0	38103	TN	Memphis	2019-02-22	2019-02-22	8	57980.0	7247.5
11096	10228.0	38125	TN	Memphis	2019-02-23	2019-02-23	8	57980.0	7247.5
11098	10228.0	38126	TN	Memphis	2019-02-19	2019-02-19	8	57980.0	7247.5
11100	10228.0	38116	TN	Memphis	2019-02-20	2019-02-20	8	57980.0	7247.5
11102	10228.0	38122	TN	Memphis	2019-02-21	2019-02-21	8	57980.0	7247.5
11119	10228.0	38111	TN	Memphis	2019-02-26	2019-02-26	8	57980.0	7247.5
12654	10228.0	38111	TN	Memphis	2019-03-18	2019-03-18	8	57980.0	7247.5
11108	10234.0	37219	TN	Nashville	2019-03-28	2019-03-28	28	80000.0	2857.1428571428573
11110	10234.0	37208	TN	Nashville	2019-02-06	2019-02-06	28	80000.0	2857.1428571428573
11123	10234.0	37210	TN	Nashville	2018-11-14	2018-11-14	28	80000.0	2857.1428571428573
11125	10234.0	37218	TN	Nashville	2018-11-01	2018-11-01	28	80000.0	2857.1428571428573
11127	10234.0	37218	TN	Nashville	2018-11-14	2018-11-14	28	80000.0	2857.1428571428573
11131	10234.0	37219	TN	Nashville	2018-10-24	2018-10-24	28	80000.0	2857.1428571428573
11141	10234.0	37219	TN	Nashville	2018-12-01	2018-12-01	28	80000.0	2857.1428571428573
11143	10234.0	37219	TN	Nashville	2018-11-01	2018-11-01	28	80000.0	2857.1428571428573
11149	10234.0	37219	TN	Nashville	2018-10-01	2018-10-01	28	80000.0	2857.1428571428573
12249	10234.0	37219	TN	Nashville	2019-04-11	2019-04-11	28	80000.0	2857.1428571428573
12657	10234.0	37219	TN	Nashville	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
12660	10234.0	37219	TN	Nashville	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
12663	10234.0	37219	TN	Nashville	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
12666	10234.0	37219	TN	Nashville	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
12669	10234.0	37219	TN	Nashville	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
12672	10234.0	37219	TN	Nashville	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
12680	10234.0	37218	TN	Nashville	2019-04-25	2019-04-25	28	80000.0	2857.1428571428573
12692	10234.0	37219	TN	Nashville	2019-04-02	2019-04-02	28	80000.0	2857.1428571428573
12767	10234.0	37219	TN	Nashville	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
12814	10234.0	37219	TN	Nashville	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
12820	10234.0	37218	TN	Nashville	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
13193	10234.0	37218	TN	Nashville	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
13197	10234.0	37218	TN	Nashville	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
13201	10234.0	37218	TN	Nashville	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
13204	10234.0	37209	TN	Nashville	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
13207	10234.0	37209	TN	Nashville	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
13210	10234.0	37209	TN	Nashville	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
13213	10234.0	37072	TN	Goodlettsville	2019-05-24	2019-05-24	28	80000.0	2857.1428571428573
11155	10075.0	32816	FL	Orlando	2019-02-12	2019-02-12	28	10000.0	357.14285714285717
11174	10075.0	32806	FL	Orlando	2019-04-01	2019-04-01	28	10000.0	357.14285714285717
11176	10075.0	32806	FL	Orlando	2019-03-26	2019-03-26	28	10000.0	357.14285714285717
11178	10075.0	32806	FL	Orlando	2019-03-26	2019-03-26	28	10000.0	357.14285714285717
11180	10075.0	32806	FL	Orlando	2019-03-19	2019-03-19	28	10000.0	357.14285714285717
11182	10075.0	32819	FL	Orlando	2019-03-15	2019-03-15	28	10000.0	357.14285714285717
11184	10075.0	32830	FL	Bay Lake	2019-03-15	2019-03-15	28	10000.0	357.14285714285717
11198	10075.0	32806	FL	Orlando	2019-03-14	2019-03-14	28	10000.0	357.14285714285717
11201	10075.0	32806	FL	Orlando	2019-03-14	2019-03-14	28	10000.0	357.14285714285717
11205	10075.0	32806	FL	Orlando	2019-03-06	2019-03-06	28	10000.0	357.14285714285717
11223	10075.0	34786	FL	Windermere	2019-03-04	2019-03-04	28	10000.0	357.14285714285717
11232	10075.0	32806	FL	Orlando	2019-03-01	2019-03-01	28	10000.0	357.14285714285717
11238	10075.0	32804	FL	Orlando	2019-02-28	2019-02-28	28	10000.0	357.14285714285717
11240	10075.0	32820	FL	Orlando	2019-02-01	2019-02-01	28	10000.0	357.14285714285717
11244	10075.0	32801	FL	Orlando	2019-02-18	2019-02-18	28	10000.0	357.14285714285717
11248	10075.0	32806	FL	Orlando	2019-02-14	2019-02-14	28	10000.0	357.14285714285717
11250	10075.0	32806	FL	Orlando	2019-02-28	2019-02-28	28	10000.0	357.14285714285717
11252	10075.0	32828	FL	Orlando	2019-02-18	2019-02-18	28	10000.0	357.14285714285717
11256	10075.0	32806	FL	Orlando	2019-02-07	2019-02-07	28	10000.0	357.14285714285717
11270	10075.0	32801	FL	Orlando	2019-02-06	2019-02-06	28	10000.0	357.14285714285717
11274	10075.0	32819	FL	Orlando	2019-02-05	2019-02-05	28	10000.0	357.14285714285717
11293	10075.0	32828	FL	Orlando	2019-01-24	2019-01-24	28	10000.0	357.14285714285717
11302	10075.0	32806	FL	Orlando	2019-01-17	2019-01-17	28	10000.0	357.14285714285717
11304	10075.0	32806	FL	Orlando	2019-01-09	2019-01-09	28	10000.0	357.14285714285717
11310	10075.0	32822	FL	Orlando	2019-01-04	2019-01-04	28	10000.0	357.14285714285717
12233	10075.0	32806	FL	Orlando	2019-04-17	2019-04-17	28	10000.0	357.14285714285717
12236	10075.0	32806	FL	Orlando	2019-04-01	2019-04-01	28	10000.0	357.14285714285717
12239	10075.0	32806	FL	Orlando	2019-04-03	2019-04-03	28	10000.0	357.14285714285717
11159	9809.0	55912	MN	Austin	2018-11-05	2018-11-05	10	20000.0	2000.0
11168	9809.0	55912	MN	Austin	2018-10-15	2018-10-15	10	20000.0	2000.0
11171	9809.0	56081	MN	St. James	2018-12-10	2018-12-10	10	20000.0	2000.0
11488	9809.0	55912	MN	Austin	2018-10-06	2018-10-06	10	20000.0	2000.0
11497	9809.0	56081	MN	St. James	2019-01-15	2019-01-15	10	20000.0	2000.0
11694	9809.0	56081	MN	St. James	2019-01-07	2019-01-07	10	20000.0	2000.0
11797	9809.0	55912	MN	Austin	2018-10-22	2018-10-22	10	20000.0	2000.0
11799	9809.0	55912	MN	Austin	2018-10-29	2018-10-29	10	20000.0	2000.0
12051	9809.0	56081	MN	St. James	2018-12-03	2018-12-03	10	20000.0	2000.0
14796	9809.0	55912	MN	Austin	2018-11-12	2018-11-12	10	20000.0	2000.0
11210	11062.0	99559	AK	Bethel	2019-02-12	2019-02-12	9	6622.0	735.7777777777778
11212	11062.0	99701	AK	Fairbanks	2019-02-07	2019-02-07	9	6622.0	735.7777777777778
11214	11062.0	99723	AK	Utqiagvik	2019-02-05	2019-02-05	9	6622.0	735.7777777777778
11218	11062.0	99762	AK	Nome	2019-01-08	2019-01-08	9	6622.0	735.7777777777778
11259	11062.0	99762	AK	Nome	2019-01-08	2019-01-08	9	6622.0	735.7777777777778
11261	11062.0	99801	AK	Juneau	2019-04-13	2019-04-13	9	6622.0	735.7777777777778
11263	11062.0	99801	AK	Juneau	2019-04-13	2019-04-13	9	6622.0	735.7777777777778
11277	11062.0	99669	AK	Soldotna	2019-04-03	2019-04-03	9	6622.0	735.7777777777778
11283	11062.0	99835	AK	Sitka	2019-04-11	2019-04-11	9	6622.0	735.7777777777778
11313	10066.0	38111	TN	Memphis	2019-03-22	2019-03-22	2	9842.0	4921.0
11315	10066.0	38111	TN	Memphis	2019-03-20	2019-03-20	2	9842.0	4921.0
11429	10025.0	30126	GA	Mableton	2019-04-23	2019-04-23	1	5000.0	5000.0
11453	9743.0	62629	IL	Chatham	2018-10-24	2018-10-24	7	0.0	0.0
13441	9743.0	62918	IL	Carterville	2019-03-23	2019-03-23	7	0.0	0.0
14460	9743.0	62548	IL	Mt Pulaski	2019-03-15	2019-03-15	7	0.0	0.0
14463	9743.0	61727	IL	Clinton	2019-03-15	2019-03-15	7	0.0	0.0
14467	9743.0	62656	IL	Lincoln	2019-03-15	2019-03-15	7	0.0	0.0
